GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,,Statement Cov,Branch Cov,CC
JFreeChart,org.jfree.data.xml,RootHandler,54,0,8,0,18,0,10,0,6,0,,0,0,10
JFreeChart,org.jfree.data.xml,CategoryDatasetHandler,85,0,8,0,22,0,9,0,5,0,,0,0,9
JFreeChart,org.jfree.data.xml,CategorySeriesHandler,114,0,8,0,30,0,9,0,5,0,,0,0,9
JFreeChart,org.jfree.chart,ChartColor,6,338,0,0,2,25,1,2,1,2,,0.98255814,#DIV/0!,3
JFreeChart,org.jfree.chart,ChartHints.Key,33,0,13,0,6,0,9,0,2,0,,0,0,9
JFreeChart,org.jfree.chart,PaintMap,5,164,0,14,1,50,1,15,1,8,,0.970414201,1,16
JFreeChart,org.jfree.chart,JFreeChart,523,1126,71,103,135,295,81,80,27,47,,0.682838084,0.591954023,161
JFreeChart,org.jfree.chart,StandardChartTheme,763,1232,93,117,220,369,112,85,46,46,,0.61754386,0.557142857,197
JFreeChart,org.jfree.chart,ChartTransferable,207,0,12,0,52,0,13,0,7,0,,0,0,13
JFreeChart,org.jfree.chart,HashUtils,136,185,23,19,33,42,18,17,1,13,,0.576323988,0.452380952,35
JFreeChart,org.jfree.chart,PolarChartPanel,243,0,24,0,72,0,19,0,7,0,,0,0,19
JFreeChart,org.jfree.chart,ChartFrame,37,0,2,0,10,0,4,0,3,0,,0,0,4
JFreeChart,org.jfree.chart,StrokeMap,9,160,0,14,3,48,2,14,2,7,,0.946745562,1,16
JFreeChart,org.jfree.chart,ChartUtils,434,14,10,2,110,6,34,2,28,2,,0.03125,0.166666667,36
JFreeChart,org.jfree.chart,JFreeChart.new RenderingHints.Key() {...},3,4,0,0,1,1,1,1,1,1,,0.571428571,#DIV/0!,2
JFreeChart,org.jfree.chart,LegendItem,96,689,8,44,29,198,18,66,10,48,,0.877707006,0.846153846,84
JFreeChart,org.jfree.chart,LegendItemCollection,6,64,1,5,2,19,2,9,1,7,,0.914285714,0.833333333,11
JFreeChart,org.jfree.chart,ChartMouseEvent,22,0,0,0,8,0,4,0,4,0,,0,#DIV/0!,4
JFreeChart,org.jfree.chart,ChartRenderingInfo,2,141,4,12,1,43,4,16,0,12,,0.986013986,0.75,20
JFreeChart,org.jfree.chart,ChartPanel,2789,1202,343,51,697,318,271,36,82,28,,0.30117765,0.129441624,307
JFreeChart,org.jfree.chart,ChartHints,14,0,0,0,4,0,2,0,2,0,,0,#DIV/0!,2
JFreeChart,org.jfree.chart,LegendRenderingOrder,38,0,0,0,3,0,4,0,4,0,,0,#DIV/0!,4
JFreeChart,org.jfree.chart,StandardChartTheme.new StandardChartTheme() {...},5,0,0,0,2,0,2,0,2,0,,0,#DIV/0!,2
JFreeChart,org.jfree.chart,MouseWheelHandler,105,13,14,0,33,5,11,1,4,1,,0.110169492,0,12
JFreeChart,org.jfree.chart,ChartFactory,1398,1216,150,52,285,290,116,41,27,29,,0.465187452,0.257425743,157
JFreeChart,org.jfree.chart.needle,PinNeedle,128,18,9,3,25,6,8,3,2,3,,0.123287671,0.25,11
JFreeChart,org.jfree.chart.needle,MiddlePinNeedle,133,20,10,4,25,6,9,3,2,3,,0.130718954,0.285714286,12
JFreeChart,org.jfree.chart.needle,ShipNeedle,84,20,8,4,16,6,8,3,2,3,,0.192307692,0.333333333,11
JFreeChart,org.jfree.chart.needle,PointerNeedle,139,18,13,3,36,6,10,3,2,3,,0.114649682,0.1875,13
JFreeChart,org.jfree.chart.needle,ArrowNeedle,140,36,12,6,29,13,9,5,2,3,,0.204545455,0.333333333,14
JFreeChart,org.jfree.chart.needle,MeterNeedle,144,187,10,20,39,63,21,20,13,13,,0.564954683,0.666666667,41
JFreeChart,org.jfree.chart.needle,PlumNeedle,84,18,7,3,19,6,7,3,2,3,,0.176470588,0.3,10
JFreeChart,org.jfree.chart.needle,WindNeedle,69,18,8,4,17,6,8,2,2,2,,0.206896552,0.333333333,10
JFreeChart,org.jfree.chart.needle,LineNeedle,53,16,6,2,12,5,6,3,2,3,,0.231884058,0.25,9
JFreeChart,org.jfree.chart.needle,LongNeedle,189,19,14,2,50,7,10,3,2,3,,0.091346154,0.125,13
JFreeChart,org.jfree.chart.encoders,SunPNGEncoderAdapter,32,0,0,0,12,0,7,0,7,0,,0,#DIV/0!,7
JFreeChart,org.jfree.chart.encoders,EncoderUtil,71,0,0,0,21,0,9,0,9,0,,0,#DIV/0!,9
JFreeChart,org.jfree.chart.encoders,SunJPEGEncoderAdapter,86,0,4,0,27,0,9,0,7,0,,0,0,9
JFreeChart,org.jfree.chart.encoders,ImageEncoderFactory,93,0,2,0,30,0,9,0,8,0,,0,0,9
JFreeChart,org.jfree.data.io,CSV,212,0,20,0,57,0,16,0,6,0,,0,0,16
JFreeChart,org.jfree.chart.labels,IntervalXYItemLabelGenerator,255,24,29,3,54,9,21,4,6,3,,0.086021505,0.09375,25
JFreeChart,org.jfree.chart.labels,StandardPieToolTipGenerator,10,26,0,0,3,10,2,5,2,5,,0.722222222,#DIV/0!,7
JFreeChart,org.jfree.chart.labels,IntervalXYToolTipGenerator,279,0,32,0,63,0,25,0,9,0,,0,0,25
JFreeChart,org.jfree.chart.labels,StandardXYToolTipGenerator,14,46,1,3,4,16,3,8,2,7,,0.766666667,0.75,11
JFreeChart,org.jfree.chart.labels,IntervalCategoryToolTipGenerator,98,27,11,3,20,10,7,5,1,4,,0.216,0.214285714,12
JFreeChart,org.jfree.chart.labels,StandardCrosshairLabelGenerator,38,49,4,8,10,17,7,6,3,4,,0.563218391,0.666666667,13
JFreeChart,org.jfree.chart.labels,IntervalCategoryItemLabelGenerator,96,15,10,0,19,6,6,3,1,3,,0.135135135,0,9
JFreeChart,org.jfree.chart.labels,AbstractXYItemLabelGenerator,72,233,10,22,16,65,13,19,4,12,,0.763934426,0.6875,32
JFreeChart,org.jfree.chart.labels,BoxAndWhiskerXYToolTipGenerator,106,22,6,2,18,8,5,3,1,3,,0.171875,0.25,8
JFreeChart,org.jfree.chart.labels,BubbleXYItemLabelGenerator,101,101,9,9,22,31,9,10,3,7,,0.5,0.5,19
JFreeChart,org.jfree.chart.labels,AbstractPieItemLabelGenerator,5,183,4,18,2,53,5,15,1,8,,0.973404255,0.818181818,20
JFreeChart,org.jfree.chart.labels,StandardCategorySeriesLabelGenerator,2,71,1,5,1,24,1,9,0,7,,0.97260274,0.833333333,10
JFreeChart,org.jfree.chart.labels,StandardPieSectionLabelGenerator,28,75,1,5,8,24,5,9,4,7,,0.72815534,0.833333333,14
JFreeChart,org.jfree.chart.labels,BoxAndWhiskerToolTipGenerator,89,20,4,2,16,7,4,3,1,3,,0.183486239,0.333333333,7
JFreeChart,org.jfree.chart.labels,AbstractCategoryItemLabelGenerator,35,220,7,15,9,62,10,14,4,9,,0.862745098,0.681818182,24
JFreeChart,org.jfree.chart.labels,MultipleXYSeriesLabelGenerator,115,122,10,10,30,36,10,9,3,6,,0.514767932,0.5,19
JFreeChart,org.jfree.chart.labels,CustomXYToolTipGenerator,18,126,14,14,4,34,13,9,1,7,,0.875,0.5,22
JFreeChart,org.jfree.chart.labels,SymbolicXYItemLabelGenerator,96,18,10,2,23,7,9,4,3,4,,0.157894737,0.166666667,13
JFreeChart,org.jfree.chart.labels,StandardCategoryItemLabelGenerator,6,35,0,4,2,12,1,7,1,5,,0.853658537,1,8
JFreeChart,org.jfree.chart.labels,StandardXYZToolTipGenerator,113,64,8,8,25,23,10,7,5,4,,0.361581921,0.5,17
JFreeChart,org.jfree.chart.labels,ItemLabelPosition,18,79,3,9,7,24,7,7,4,4,,0.81443299,0.75,14
JFreeChart,org.jfree.chart.labels,ItemLabelAnchor,5,263,0,0,0,26,1,3,1,3,,0.981343284,#DIV/0!,4
JFreeChart,org.jfree.chart.labels,StandardCategoryToolTipGenerator,8,27,1,3,2,10,2,5,1,4,,0.771428571,0.75,7
JFreeChart,org.jfree.chart.labels,HighLowItemLabelGenerator,136,83,18,10,31,27,14,7,2,5,,0.378995434,0.357142857,21
JFreeChart,org.jfree.chart.labels,StandardXYSeriesLabelGenerator,2,71,1,5,1,24,1,9,0,7,,0.97260274,0.833333333,10
JFreeChart,org.jfree.chart.labels,StandardXYItemLabelGenerator,20,39,1,3,6,15,4,7,3,6,,0.661016949,0.75,11
JFreeChart,org.jfree.chart.axis,DateTickUnit,79,197,8,22,17,50,14,18,6,11,,0.713768116,0.733333333,32
JFreeChart,org.jfree.chart.axis,TickUnit,12,86,5,11,5,25,6,10,1,7,,0.87755102,0.6875,16
JFreeChart,org.jfree.chart.axis,AxisLocation,44,53,8,0,13,5,7,3,3,3,,0.546391753,0,10
JFreeChart,org.jfree.chart.axis,ModuloAxis,462,96,38,8,85,23,35,5,13,4,,0.172043011,0.173913043,40
JFreeChart,org.jfree.chart.axis,DateAxis.DefaultTimeline,15,19,3,3,7,8,7,5,4,5,,0.558823529,0.5,12
JFreeChart,org.jfree.chart.axis,MonthDateFormat,67,175,5,13,16,32,9,10,5,5,,0.723140496,0.722222222,19
JFreeChart,org.jfree.chart.axis,NumberAxis,257,1159,43,105,61,279,45,68,6,33,,0.818502825,0.709459459,113
JFreeChart,org.jfree.chart.axis,ValueTick,6,58,3,5,3,16,3,6,0,5,,0.90625,0.625,9
JFreeChart,org.jfree.chart.axis,AxisCollection,8,69,3,5,2,19,2,8,0,6,,0.896103896,0.625,10
JFreeChart,org.jfree.chart.axis,DateAxis,714,2139,87,131,146,478,77,84,12,40,,0.749737119,0.600917431,161
JFreeChart,org.jfree.chart.axis,TickUnits,46,85,5,5,11,22,7,7,3,6,,0.648854962,0.5,14
JFreeChart,org.jfree.chart.axis,NumberTickUnitSource,39,322,16,46,13,85,16,27,0,12,,0.891966759,0.741935484,43
JFreeChart,org.jfree.chart.axis,LogAxis,785,723,81,45,187,177,74,29,18,22,,0.479442971,0.357142857,103
JFreeChart,org.jfree.chart.axis,CompassFormat,236,0,4,0,18,0,9,0,7,0,,0,0,9
JFreeChart,org.jfree.chart.axis,SymbolAxis,753,137,93,11,193,44,61,13,13,9,,0.153932584,0.105769231,74
JFreeChart,org.jfree.chart.axis,CategoryTick,5,91,2,10,2,23,3,9,1,5,,0.947916667,0.833333333,12
JFreeChart,org.jfree.chart.axis,Axis,531,1259,61,103,124,369,54,102,6,68,,0.703351955,0.62804878,156
JFreeChart,org.jfree.chart.axis,PeriodAxisLabelInfo,29,259,1,19,10,66,9,18,8,9,,0.899305556,0.95,27
JFreeChart,org.jfree.chart.axis,ExtendedCategoryAxis,74,117,14,8,16,34,11,11,3,8,,0.612565445,0.363636364,22
JFreeChart,org.jfree.chart.axis,SubCategoryAxis,288,261,34,20,66,71,26,15,2,12,,0.475409836,0.37037037,41
JFreeChart,org.jfree.chart.axis,CategoryAnchor,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.axis,DateTickMarkPosition,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.axis,TickType,5,33,0,0,0,3,1,3,1,3,,0.868421053,#DIV/0!,4
JFreeChart,org.jfree.chart.axis,MarkerAxisBand,199,103,9,13,46,28,10,8,4,3,,0.341059603,0.590909091,18
JFreeChart,org.jfree.chart.axis,NumberTick,3,27,0,0,1,6,1,2,1,2,,0.9,#DIV/0!,3
JFreeChart,org.jfree.chart.axis,CategoryLabelPosition,4,164,2,14,2,45,2,18,0,12,,0.976190476,0.875,20
JFreeChart,org.jfree.chart.axis,CategoryLabelWidthType,5,33,0,0,0,3,1,3,1,3,,0.868421053,#DIV/0!,4
JFreeChart,org.jfree.chart.axis,ValueAxis,570,1247,93,117,148,346,89,86,19,51,,0.686296092,0.557142857,175
JFreeChart,org.jfree.chart.axis,CyclicNumberAxis,1456,156,191,15,328,54,118,20,21,14,,0.096774194,0.072815534,138
JFreeChart,org.jfree.chart.axis,StandardTickUnitSource,49,13,1,1,10,5,5,3,4,3,,0.209677419,0.5,8
JFreeChart,org.jfree.chart.axis,NumberTickUnit,17,75,2,8,2,24,3,9,1,6,,0.815217391,0.8,12
JFreeChart,org.jfree.chart.axis,DateTick,7,51,2,4,3,13,3,5,1,4,,0.879310345,0.666666667,8
JFreeChart,org.jfree.chart.axis,AxisSpace,195,269,26,22,39,67,21,22,5,14,,0.579741379,0.458333333,43
JFreeChart,org.jfree.chart.axis,LogTick,15,0,0,0,4,0,2,0,2,0,,0,#DIV/0!,2
JFreeChart,org.jfree.chart.axis,CyclicNumberAxis.CycleBoundTick,11,0,0,0,3,0,1,0,1,0,,0,#DIV/0!,1
JFreeChart,org.jfree.chart.axis,CategoryAxis,404,1489,72,114,88,373,67,80,11,43,,0.786582145,0.612903226,147
JFreeChart,org.jfree.chart.axis,DateTickUnitType,4,121,2,18,2,34,2,14,0,6,,0.968,0.9,16
JFreeChart,org.jfree.chart.axis,AxisState,39,53,8,0,13,19,7,10,3,10,,0.576086957,0,17
JFreeChart,org.jfree.chart.axis,LogarithmicAxis,1188,265,229,25,249,65,136,20,14,15,,0.18238128,0.098425197,156
JFreeChart,org.jfree.chart.axis,Tick,7,82,2,10,3,26,3,11,1,7,,0.921348315,0.833333333,14
JFreeChart,org.jfree.chart.axis,PeriodAxis,1254,487,113,25,259,129,82,33,24,22,,0.279724296,0.18115942,115
JFreeChart,org.jfree.chart.axis,QuarterDateFormat,69,116,4,6,19,21,7,6,4,4,,0.627027027,0.6,13
JFreeChart,org.jfree.chart.axis,CategoryLabelPositions,117,326,6,14,35,44,10,12,5,7,,0.735891648,0.7,22
JFreeChart,org.jfree.chart.axis,AxisLabelLocation,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.data.general,AbstractDataset,18,107,4,4,8,31,6,12,3,11,,0.856,0.5,18
JFreeChart,org.jfree.data.general,DatasetGroup,21,23,3,3,9,8,6,2,3,2,,0.522727273,0.5,8
JFreeChart,org.jfree.data.general,Series,38,224,7,13,13,62,11,21,5,17,,0.854961832,0.65,32
JFreeChart,org.jfree.data.general,DefaultPieDataset,83,138,9,13,27,40,15,15,7,12,,0.624434389,0.590909091,30
JFreeChart,org.jfree.data.general,DefaultHeatMapDataset,78,188,12,30,13,51,15,21,3,12,,0.706766917,0.714285714,36
JFreeChart,org.jfree.data.general,HeatMapUtils,125,0,8,0,26,0,8,0,4,0,,0,0,8
JFreeChart,org.jfree.data.general,DefaultValueDataset,39,20,6,0,10,8,6,4,3,4,,0.338983051,0,10
JFreeChart,org.jfree.data.general,WaferMapDataset,211,0,20,0,55,0,29,0,19,0,,0,0,29
JFreeChart,org.jfree.data.general,DatasetUtils,756,2868,150,406,184,708,122,214,11,47,,0.791390728,0.730215827,336
JFreeChart,org.jfree.data.general,AbstractSeriesDataset,0,26,0,4,0,9,0,5,0,3,,1,1,5
JFreeChart,org.jfree.data.general,SeriesChangeEvent,0,4,0,0,0,2,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data.general,SeriesException,0,4,0,0,0,2,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data.general,DefaultKeyedValuesDataset,0,3,0,0,0,1,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data.general,DatasetChangeEvent,0,10,0,0,0,4,0,2,0,2,,1,#DIV/0!,2
JFreeChart,org.jfree.data.general,DefaultKeyedValueDataset,32,99,12,10,9,31,11,10,2,8,,0.755725191,0.454545455,21
JFreeChart,org.jfree.data.general,DefaultKeyedValues2DDataset,0,3,0,0,0,1,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data.time.ohlc,OHLCSeries,21,49,1,3,5,11,2,6,1,5,,0.7,0.75,8
JFreeChart,org.jfree.data.time.ohlc,OHLC,4,94,2,10,2,28,2,11,0,7,,0.959183673,0.833333333,13
JFreeChart,org.jfree.data.time.ohlc,OHLCSeriesCollection,178,179,10,16,38,51,24,17,17,11,,0.50140056,0.615384615,41
JFreeChart,org.jfree.data.time.ohlc,OHLCItem,11,51,4,4,5,15,5,6,1,6,,0.822580645,0.5,11
JFreeChart,org.jfree.chart.resources,JFreeChartResources,61,0,0,0,3,0,3,0,3,0,,0,#DIV/0!,3
JFreeChart,org.jfree.data.jdbc,JDBCPieDataset,154,0,17,0,53,0,15,0,6,0,,0,0,15
JFreeChart,org.jfree.data.jdbc,JDBCCategoryDataset,213,0,28,0,67,0,22,0,7,0,,0,0,22
JFreeChart,org.jfree.data.jdbc,JDBCXYDataset,449,0,56,0,125,0,47,0,18,0,,0,0,47
JFreeChart,org.jfree.data.category,DefaultCategoryDataset,20,223,1,19,8,64,4,31,3,22,,0.917695473,0.95,35
JFreeChart,org.jfree.data.category,DefaultIntervalCategoryDataset,163,589,46,74,37,147,44,48,2,30,,0.783244681,0.616666667,92
JFreeChart,org.jfree.data.category,SlidingCategoryDataset,60,209,8,24,12,53,14,21,6,13,,0.776951673,0.75,35
JFreeChart,org.jfree.data.category,CategoryToPieDataset,62,224,23,35,18,61,19,22,1,11,,0.783216783,0.603448276,41
JFreeChart,org.jfree.chart.panel,AbstractOverlay,33,29,3,1,8,9,4,3,2,3,,0.467741935,0.25,7
JFreeChart,org.jfree.chart.panel,CrosshairOverlay,905,84,145,5,225,25,89,6,15,5,,0.084934277,0.033333333,95
JFreeChart,org.jfree.chart.renderer,LookupPaintScale.PaintItem,6,71,3,9,3,25,3,8,0,5,,0.922077922,0.75,11
JFreeChart,org.jfree.chart.renderer,LookupPaintScale,11,239,4,30,3,64,4,24,0,11,,0.956,0.882352941,28
JFreeChart,org.jfree.chart.renderer,AreaRendererEndType,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.renderer,DefaultPolarItemRenderer,720,345,89,29,200,94,82,16,24,15,,0.323943662,0.245762712,98
JFreeChart,org.jfree.chart.renderer,RendererState,0,35,0,4,0,14,0,7,0,5,,1,1,7
JFreeChart,org.jfree.chart.renderer,RendererUtils,17,368,6,56,5,97,7,28,1,3,,0.955844156,0.903225806,35
JFreeChart,org.jfree.chart.renderer,Outlier,100,66,16,6,15,20,12,10,3,8,,0.397590361,0.272727273,22
JFreeChart,org.jfree.chart.renderer,WaferMapRenderer,474,0,56,0,120,0,44,0,15,0,,0,0,44
JFreeChart,org.jfree.chart.renderer,NotOutlierException,4,0,0,0,2,0,1,0,1,0,,0,#DIV/0!,1
JFreeChart,org.jfree.chart.renderer,AbstractRenderer,693,1848,127,177,122,566,131,179,34,124,,0.727272727,0.582236842,310
JFreeChart,org.jfree.chart.renderer,OutlierListCollection,68,24,8,0,21,8,8,4,4,4,,0.260869565,0,12
JFreeChart,org.jfree.chart.renderer,OutlierList,93,0,4,0,28,0,11,0,9,0,,0,0,11
JFreeChart,org.jfree.chart.renderer,GrayPaintScale,31,115,3,13,7,31,4,14,1,9,,0.787671233,0.8125,18
JFreeChart,org.jfree.chart.util,CloneUtils,49,83,2,10,16,22,3,7,1,3,,0.628787879,0.833333333,10
JFreeChart,org.jfree.chart.util,Args,27,42,1,5,2,8,2,5,1,3,,0.608695652,0.833333333,7
JFreeChart,org.jfree.chart.util,SortOrder,5,33,0,0,0,3,1,3,1,3,,0.868421053,#DIV/0!,4
JFreeChart,org.jfree.chart.util,XYCoordinateType,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.chart.util,StringUtils,46,0,4,0,11,0,6,0,4,0,,0,0,6
JFreeChart,org.jfree.chart.util,BooleanList,5,20,1,1,2,7,2,4,1,4,,0.8,0.5,6
JFreeChart,org.jfree.chart.util,ObjectList,4,16,0,0,2,6,1,4,1,4,,0.8,#DIV/0!,5
JFreeChart,org.jfree.chart.util,HMSNumberFormat,9,60,0,0,2,12,2,2,2,2,,0.869565217,#DIV/0!,4
JFreeChart,org.jfree.chart.util,PaintAlpha,472,0,38,0,92,0,29,0,10,0,,0,0,29
JFreeChart,org.jfree.chart.util,SerialUtils,199,761,29,79,45,238,30,40,1,13,,0.792708333,0.731481481,70
JFreeChart,org.jfree.chart.util,DefaultShadowGenerator,383,62,22,8,78,18,25,3,11,2,,0.139325843,0.266666667,28
JFreeChart,org.jfree.chart.util,Rotation,5,41,0,0,0,7,1,4,1,4,,0.891304348,#DIV/0!,5
JFreeChart,org.jfree.chart.util,DirectionalGradientPaintTransformer,166,0,20,0,28,0,12,0,2,0,,0,0,12
JFreeChart,org.jfree.chart.util,ResourceBundleWrapper,62,5,7,1,15,2,8,1,4,1,,0.074626866,0.125,9
JFreeChart,org.jfree.chart.util,LineUtils,113,195,18,22,20,39,16,7,2,1,,0.633116883,0.55,23
JFreeChart,org.jfree.chart.util,StrokeList,40,53,9,5,12,19,8,7,1,7,,0.569892473,0.357142857,15
JFreeChart,org.jfree.chart.util,ArrayUtils,155,69,41,17,44,16,27,8,4,2,,0.308035714,0.293103448,35
JFreeChart,org.jfree.chart.util,AbstractObjectList,30,214,6,28,7,60,7,23,1,12,,0.87704918,0.823529412,30
JFreeChart,org.jfree.chart.util,LogFormat,82,108,7,11,20,31,11,9,6,5,,0.568421053,0.611111111,20
JFreeChart,org.jfree.chart.util,ShapeList,38,74,8,8,11,23,7,9,1,7,,0.660714286,0.5,16
JFreeChart,org.jfree.chart.util,ShapeUtils,645,254,76,48,134,65,64,21,12,11,,0.282536151,0.387096774,85
JFreeChart,org.jfree.chart.util,HexNumberFormat,68,0,4,0,19,0,9,0,7,0,,0,0,9
JFreeChart,org.jfree.chart.util,UnitType,5,33,0,0,0,3,1,3,1,3,,0.868421053,#DIV/0!,4
JFreeChart,org.jfree.chart.util,RelativeDateFormat,46,437,8,32,17,117,15,33,7,21,,0.904761905,0.8,48
JFreeChart,org.jfree.chart.util,PaintUtils,220,75,58,20,50,18,36,7,3,1,,0.254237288,0.256410256,43
JFreeChart,org.jfree.chart.util,TableOrder,5,33,0,0,0,3,1,3,1,3,,0.868421053,#DIV/0!,4
JFreeChart,org.jfree.chart.util,PaintList,12,99,5,13,5,30,6,10,1,6,,0.891891892,0.722222222,16
JFreeChart,org.jfree.chart.util,ExportUtils,393,0,8,0,88,0,11,0,7,0,,0,0,11
JFreeChart,org.jfree.chart.util,ObjectUtils,13,52,2,10,4,20,3,8,1,4,,0.8,0.833333333,11
JFreeChart,org.jfree.chart.util,AttrStringUtils,493,11,92,0,110,3,61,1,15,1,,0.021825397,0,62
JFreeChart,org.jfree.chart.entity,StandardEntityCollection,46,82,6,4,11,22,8,8,4,7,,0.640625,0.4,16
JFreeChart,org.jfree.chart.entity,TitleEntity,98,25,12,0,30,8,13,3,7,3,,0.203252033,0,16
JFreeChart,org.jfree.chart.entity,ChartEntity,278,93,32,8,63,34,27,13,10,10,,0.250673854,0.2,40
JFreeChart,org.jfree.chart.entity,XYAnnotationEntity,44,0,8,0,16,0,8,0,4,0,,0,0,8
JFreeChart,org.jfree.chart.entity,CategoryItemEntity,54,49,5,5,16,13,12,2,7,2,,0.475728155,0.5,14
JFreeChart,org.jfree.chart.entity,PlotEntity,111,12,12,0,34,4,15,1,9,1,,0.097560976,0,16
JFreeChart,org.jfree.chart.entity,PieSectionEntity,54,77,2,10,12,26,8,10,6,6,,0.58778626,0.833333333,18
JFreeChart,org.jfree.chart.entity,LegendItemEntity,27,49,3,7,6,16,6,7,3,5,,0.644736842,0.7,13
JFreeChart,org.jfree.chart.entity,CategoryLabelEntity,48,30,2,4,12,9,5,3,3,2,,0.384615385,0.666666667,8
JFreeChart,org.jfree.chart.entity,XYItemEntity,35,54,2,8,8,18,7,7,5,4,,0.606741573,0.8,14
JFreeChart,org.jfree.chart.entity,TickLabelEntity,0,6,0,0,0,2,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.chart.entity,JFreeChartEntity,98,25,12,0,30,8,13,3,7,3,,0.203252033,0,16
JFreeChart,org.jfree.chart.entity,AxisEntity,98,25,12,0,30,8,13,3,7,3,,0.203252033,0,16
JFreeChart,org.jfree.data.gantt,XYTaskDataset,234,84,15,9,51,29,32,10,23,7,,0.264150943,0.375,42
JFreeChart,org.jfree.data.gantt,SlidingGanttCategoryDataset,501,166,41,19,78,44,48,15,23,10,,0.248875562,0.316666667,63
JFreeChart,org.jfree.data.gantt,TaskSeries,22,96,2,10,7,30,5,11,3,7,,0.813559322,0.833333333,16
JFreeChart,org.jfree.data.gantt,Task,2,136,1,11,1,43,1,20,0,15,,0.985507246,0.916666667,21
JFreeChart,org.jfree.data.gantt,TaskSeriesCollection,53,599,11,49,18,161,13,54,4,33,,0.918711656,0.816666667,67
JFreeChart,org.jfree.chart.date,SpreadsheetDate,172,242,42,22,28,52,36,16,10,10,,0.584541063,0.34375,52
JFreeChart,org.jfree.chart.date,SerialDate,410,421,56,19,106,44,59,17,25,9,,0.506618532,0.253333333,76
JFreeChart,org.jfree.data.time,DynamicTimeSeriesCollection,915,0,92,0,203,0,89,0,42,0,,0,0,89
JFreeChart,org.jfree.data.time,Year,32,197,5,13,7,54,5,22,1,17,,0.860262009,0.722222222,27
JFreeChart,org.jfree.data.time,Week,304,297,44,18,80,77,35,20,9,15,,0.494176373,0.290322581,55
JFreeChart,org.jfree.data.time,Minute,138,304,22,10,34,73,16,21,2,19,,0.687782805,0.3125,37
JFreeChart,org.jfree.data.time,Second,184,284,32,10,45,62,22,18,3,16,,0.606837607,0.238095238,40
JFreeChart,org.jfree.data.time,Day,27,281,5,9,10,81,5,25,1,22,,0.912337662,0.642857143,30
JFreeChart,org.jfree.data.time,TimePeriodValue,58,72,11,9,9,22,10,9,2,7,,0.553846154,0.45,19
JFreeChart,org.jfree.data.time,DynamicTimeSeriesCollection.ValueSequence,39,0,2,0,10,0,5,0,4,0,,0,0,5
JFreeChart,org.jfree.data.time,MovingAverage,310,115,39,15,70,29,28,6,6,1,,0.270588235,0.277777778,34
JFreeChart,org.jfree.data.time,TimeTableXYDataset,233,167,24,12,57,48,33,17,18,14,,0.4175,0.333333333,50
JFreeChart,org.jfree.data.time,TimePeriodValuesCollection,215,210,19,19,54,62,25,16,13,9,,0.494117647,0.5,41
JFreeChart,org.jfree.data.time,Millisecond,109,292,23,11,31,64,17,18,2,16,,0.728179551,0.323529412,35
JFreeChart,org.jfree.data.time,RegularTimePeriod,41,129,10,10,12,26,8,11,1,8,,0.758823529,0.5,19
JFreeChart,org.jfree.data.time,TimePeriodValues,95,488,8,44,16,142,7,46,1,26,,0.837049743,0.846153846,53
JFreeChart,org.jfree.data.time,TimePeriodFormatException,0,4,0,0,0,2,0,1,0,1,,1,#DIV/0!,1
JFreeChart,org.jfree.data.time,TimeSeries,276,1294,42,150,68,336,45,109,8,50,,0.824203822,0.78125,154
JFreeChart,org.jfree.data.time,SimpleTimePeriod,17,150,4,18,6,40,6,14,2,7,,0.898203593,0.818181818,20
JFreeChart,org.jfree.data.time,TimePeriodAnchor,5,43,0,0,0,4,1,3,1,3,,0.895833333,#DIV/0!,4
JFreeChart,org.jfree.data.time,Hour,78,322,14,14,17,80,13,24,2,21,,0.805,0.5,37
JFreeChart,org.jfree.data.time,FixedMillisecond,78,62,11,5,24,20,18,7,10,7,,0.442857143,0.3125,25
JFreeChart,org.jfree.data.time,Month,79,387,17,35,18,102,17,32,1,22,,0.830472103,0.673076923,49
JFreeChart,org.jfree.data.time,TimeSeriesCollection,148,593,21,51,34,159,25,49,9,29,,0.800269906,0.708333333,74
JFreeChart,org.jfree.data.time,TimeSeriesTableModel,143,0,32,0,51,0,27,0,11,0,,0,0,27
